"D_or_L","Origin_Warehouse","Destination","Carrier","ShipWeekday","Shipment_Date","Delivery_Date","Transit_Days","Distance_miles","Weight_kg","Cost"
"0","Warehouse_DEN","Dallas","OnTrac","Wednesday",2023-10-04,2023-10-10,6,2470,85.3,406.22
"0","Warehouse_SF","Denver","DHL","Wednesday",2023-08-16,2023-08-20,4,1418,18.1,205.49
"0","Warehouse_NYC","Dallas","DHL","Wednesday",2023-08-16,2023-08-23,7,1838,8.2,257.45
"0","Warehouse_DEN","Atlanta","LaserShip","Saturday",2023-01-14,2023-01-15,1,253,14.4,50.76
"0","Warehouse_DEN","Houston","LaserShip","Saturday",2023-12-23,2023-12-27,4,1565,4.3,218.11
"0","Warehouse_ATL","Atlanta","OnTrac","Sunday",2023-09-10,2023-09-14,4,1447,57.1,259.94
"0","Warehouse_BOS","New York","UPS","Saturday",2023-08-05,2023-08-08,3,312,18,63.23
"0","Warehouse_BOS","Phoenix","LaserShip","Tuesday",2023-07-18,2023-07-19,1,101,27.5,41.66
"0","Warehouse_DEN","Denver","OnTrac","Tuesday",2023-01-17,2023-01-21,4,1413,20.7,179.54
"0","Warehouse_HOU","Seattle","FedEx","Tuesday",2023-05-02,2023-05-06,4,581,14.5,88.92
"1","Warehouse_NYC","Houston","DHL","Monday",2023-12-25,2024-01-03,9,1331,9.3,223.05
"0","Warehouse_SF","Dallas","UPS","Sunday",2023-01-22,2023-01-27,5,1737,10.3,237.92
"1","Warehouse_HOU","Detroit","DHL","Wednesday",2023-05-10,2023-05-22,12,1873,31.3,323.1
"0","Warehouse_MIA","Denver","LaserShip","Tuesday",2023-12-12,2023-12-15,3,489,14.3,88.88
"0","Warehouse_ATL","Miami","LaserShip","Thursday",2023-07-06,2023-07-12,6,2310,42.3,297.4
"0","Warehouse_LA","Atlanta","DHL","Wednesday",2023-01-04,2023-01-09,5,1931,55.9,321.41
"0","Warehouse_CHI","Portland","Amazon Logistics","Saturday",2023-10-14,2023-10-17,3,207,8,33.03
"1","Warehouse_BOS","Denver","UPS","Wednesday",2023-07-19,2023-08-01,13,2279,25.9,323.47
"0","Warehouse_SEA","Dallas","UPS","Thursday",2023-05-04,2023-05-09,5,1463,11.6,196.42
"0","Warehouse_CHI","Portland","Amazon Logistics","Sunday",2023-07-02,2023-07-04,2,780,20.2,129.06
"0","Warehouse_ATL","Minneapolis","FedEx","Tuesday",2023-05-09,2023-05-11,2,506,21.9,101.98
"0","Warehouse_DEN","Dallas","Amazon Logistics","Friday",2023-01-20,2023-01-29,9,2349,10.3,310.92
"0","Warehouse_ATL","New York","LaserShip","Tuesday",2023-12-05,2023-12-07,2,704,7,114.15
"0","Warehouse_NYC","Portland","USPS","Sunday",2023-10-01,2023-10-07,6,1209,37.4,165.48
"0","Warehouse_CHI","Miami","Amazon Logistics","Wednesday",2023-08-23,2023-08-27,4,1350,13.9,163.87
"0","Warehouse_LA","Boston","Amazon Logistics","Sunday",2023-10-15,2023-10-21,6,1231,6,162.4
"0","Warehouse_NYC","Dallas","OnTrac","Monday",2023-04-17,2023-04-19,2,415,32.4,81.15
"0","Warehouse_ATL","Phoenix","USPS","Wednesday",2023-05-31,2023-06-02,2,270,21.1,49.8
"0","Warehouse_ATL","Houston","Amazon Logistics","Wednesday",2023-07-05,2023-07-10,5,155,66.5,94.15
"0","Warehouse_NYC","Detroit","UPS","Friday",2023-12-15,2023-12-21,6,2393,19.5,354.28
"0","Warehouse_HOU","Dallas","UPS","Monday",2023-10-09,2023-10-14,5,772,7.6,108.9
"1","Warehouse_DEN","San Francisco","DHL","Tuesday",2023-09-05,2023-09-16,11,1505,26.7,243.13
"0","Warehouse_SF","Portland","Amazon Logistics","Thursday",2023-06-29,2023-07-01,2,719,22.6,115.12
"0","Warehouse_DEN","Phoenix","FedEx","Monday",2023-12-18,2023-12-21,3,1045,31,227.94
"0","Warehouse_SF","Atlanta","FedEx","Tuesday",2023-10-17,2023-10-21,4,1185,22.9,178.45
"0","Warehouse_ATL","Boston","UPS","Monday",2023-09-11,2023-09-17,6,2120,41.5,338.34
"0","Warehouse_BOS","Portland","OnTrac","Tuesday",2023-11-07,2023-11-12,5,2431,40,437.26
"0","Warehouse_BOS","New York","DHL","Tuesday",2023-10-24,2023-10-26,2,799,3.5,105.56
"0","Warehouse_LA","Detroit","LaserShip","Saturday",2023-10-28,2023-10-31,3,795,70.4,166.43
"0","Warehouse_LA","Detroit","DHL","Friday",2023-12-22,2023-12-25,3,427,17.5,100.77
"1","Warehouse_SF","Atlanta","LaserShip","Wednesday",2023-07-26,2023-08-07,12,1035,15.5,130.67
"0","Warehouse_NYC","Portland","DHL","Saturday",2023-07-29,2023-08-02,4,1670,26.5,292.13
"0","Warehouse_BOS","Portland","Amazon Logistics","Wednesday",2023-05-03,2023-05-15,12,1895,7.7,226.92
"0","Warehouse_ATL","Miami","Amazon Logistics","Wednesday",2023-05-24,2023-05-28,4,862,31.7,134.57
"0","Warehouse_SF","New York","DHL","Wednesday",2023-05-24,2023-05-28,4,1709,15.3,271.25
"0","Warehouse_NYC","Phoenix","FedEx","Monday",2023-05-15,2023-05-21,6,2397,7.1,304.96
"0","Warehouse_HOU","Portland","FedEx","Wednesday",2023-01-11,2023-01-17,6,1076,90.3,248.01
"0","Warehouse_LA","San Francisco","LaserShip","Friday",2023-03-31,2023-04-04,4,862,30.3,127.04
"0","Warehouse_DEN","Atlanta","OnTrac","Wednesday",2023-10-25,2023-10-31,6,1256,12.6,158.56
"0","Warehouse_NYC","Miami","FedEx","Saturday",2023-09-09,2023-09-13,4,1368,15,185.82
"1","Warehouse_CHI","Miami","OnTrac","Monday",2023-01-02,2023-01-20,18,1350,57.4,222.36
"0","Warehouse_ATL","Houston","UPS","Wednesday",2023-11-22,2023-11-27,5,1976,61.5,383.67
"0","Warehouse_HOU","Denver","FedEx","Saturday",2023-12-02,2023-12-05,3,1030,53.7,255.13
"0","Warehouse_LA","San Francisco","LaserShip","Thursday",2023-08-03,2023-08-10,7,1942,54.6,6562.21
"0","Warehouse_DEN","San Francisco","UPS","Sunday",2023-03-12,2023-03-15,3,1291,19,180.68
"1","Warehouse_SEA","Portland","FedEx","Saturday",2023-11-25,2023-12-04,9,1899,12.6,291.61
"0","Warehouse_BOS","Miami","UPS","Monday",2023-06-26,2023-07-01,5,1853,54.3,314.48
"0","Warehouse_LA","Dallas","DHL","Sunday",2023-01-08,2023-01-11,3,1435,11.8,193.89
"0","Warehouse_NYC","Portland","FedEx","Tuesday",2023-08-01,2023-08-07,6,2443,22.9,358.05
"0","Warehouse_SEA","San Francisco","USPS","Wednesday",2023-02-08,2023-02-10,2,531,24.1,80.77
"0","Warehouse_HOU","Houston","USPS","Tuesday",2023-05-30,2023-05-31,1,134,24.2,44.49
"0","Warehouse_SF","Seattle","FedEx","Wednesday",2023-06-28,2023-07-03,5,2490,54.5,373.97
"0","Warehouse_CHI","Los Angeles","Amazon Logistics","Sunday",2023-02-26,2023-03-07,9,2291,26.2,282.94
"0","Warehouse_HOU","Atlanta","DHL","Thursday",2023-03-02,2023-03-07,5,800,17.8,123.19
"0","Warehouse_LA","Miami","LaserShip","Sunday",2023-12-17,2023-12-21,4,1914,16.4,316.52
"0","Warehouse_DEN","Detroit","USPS","Saturday",2023-04-01,2023-04-05,4,1937,10.8,218.34
"0","Warehouse_ATL","Dallas","Amazon Logistics","Wednesday",2023-01-25,2023-01-30,5,1333,44.6,209.38
"0","Warehouse_BOS","Seattle","USPS","Friday",2023-12-29,2024-01-04,6,627,6.7,88.73
"0","Warehouse_NYC","Houston","FedEx","Tuesday",2023-11-28,2023-12-02,4,866,54.5,232.49
"0","Warehouse_SEA","Boston","FedEx","Sunday",2023-08-27,2023-09-01,5,1896,17.2,248.83
"0","Warehouse_LA","San Francisco","FedEx","Tuesday",2023-09-12,2023-09-18,6,1981,30.8,314.99
"0","Warehouse_NYC","Houston","UPS","Friday",2023-03-31,2023-04-04,4,1665,7.9,219.09
"0","Warehouse_DEN","New York","DHL","Monday",2023-12-25,2023-12-29,4,1446,14.3,256.96
"0","Warehouse_HOU","Miami","UPS","Thursday",2023-08-31,2023-09-02,2,807,40.7,140.21
"0","Warehouse_NYC","Phoenix","FedEx","Sunday",2023-09-17,2023-09-23,6,1863,24.5,300.24
"1","Warehouse_DEN","Phoenix","LaserShip","Saturday",2023-08-12,2023-08-19,7,496,28.4,95.99
"0","Warehouse_SEA","Phoenix","USPS","Tuesday",2023-10-24,2023-10-28,4,1391,21.5,200.39
"0","Warehouse_NYC","Dallas","DHL","Saturday",2023-06-10,2023-06-11,1,361,18.2,77.4
"0","Warehouse_HOU","Minneapolis","UPS","Wednesday",2023-11-29,2023-12-05,6,2484,1.1,394.62
"1","Warehouse_BOS","Minneapolis","LaserShip","Sunday",2023-12-17,2023-12-31,14,1171,35.4,212.98
"0","Warehouse_BOS","Chicago","UPS","Wednesday",2023-07-12,2023-07-17,5,810,10.4,107.97
"0","Warehouse_BOS","Atlanta","USPS","Tuesday",2023-02-07,2023-02-11,4,1230,15.6,159.13
"0","Warehouse_NYC","Los Angeles","USPS","Thursday",2023-11-30,2023-12-07,7,1000,9.6,197.9
"0","Warehouse_ATL","Detroit","DHL","Tuesday",2023-11-28,2023-11-29,1,173,15,48.67
"0","Warehouse_SEA","Boston","LaserShip","Tuesday",2023-02-21,2023-02-26,5,1689,15.1,223.5
"0","Warehouse_DEN","New York","FedEx","Sunday",2023-07-23,2023-07-26,3,910,49.8,191.95
"0","Warehouse_SEA","Phoenix","Amazon Logistics","Thursday",2023-06-29,2023-07-01,2,111,21.1,42.11
"1","Warehouse_LA","San Francisco","UPS","Monday",2023-11-06,2023-11-18,12,1043,49.6,245.62
"0","Warehouse_SEA","San Francisco","FedEx","Monday",2023-03-06,2023-03-09,3,1170,51.1,221.01
"0","Warehouse_HOU","Phoenix","Amazon Logistics","Saturday",2023-12-16,2023-12-18,2,796,1.9,119.85
"0","Warehouse_BOS","Los Angeles","OnTrac","Friday",2023-06-30,2023-07-04,4,1849,21.2,271.48
"0","Warehouse_DEN","Los Angeles","LaserShip","Wednesday",2023-01-11,2023-01-12,1,265,6.6,39.88
"0","Warehouse_CHI","Seattle","USPS","Wednesday",2023-12-20,2023-12-25,5,1576,29.9,233.47
"0","Warehouse_LA","Dallas","FedEx","Saturday",2023-01-21,2023-01-25,4,1435,48.1,261.72
"0","Warehouse_SEA","Chicago","USPS","Thursday",2023-11-16,2023-11-19,3,870,19,782.71
"0","Warehouse_DEN","Houston","UPS","Friday",2023-08-25,2023-09-01,7,2305,25.3,334.33
"0","Warehouse_NYC","Boston","OnTrac","Thursday",2023-11-23,2023-11-24,1,215,10.7,42.56
"0","Warehouse_MIA","San Francisco","LaserShip","Thursday",2023-08-24,2023-08-31,7,2149,0.3,273.62
"0","Warehouse_SEA","Chicago","Amazon Logistics","Wednesday",2023-10-11,2023-10-17,6,1585,18.5,225.53
"0","Warehouse_LA","Chicago","DHL","Tuesday",2023-09-19,2023-09-22,3,112,10.2,31.86
"0","Warehouse_SF","Minneapolis","LaserShip","Monday",2023-08-21,2023-08-28,7,2135,72.2,354.2
"0","Warehouse_DEN","Boston","FedEx","Monday",2023-09-04,2023-09-10,6,2154,25,316.11
"0","Warehouse_BOS","Atlanta","DHL","Sunday",2023-08-20,2023-08-23,3,1077,6.9,149.93
"0","Warehouse_SEA","Denver","USPS","Wednesday",2023-11-29,2023-12-01,2,565,15.1,99.27
"0","Warehouse_CHI","Denver","LaserShip","Tuesday",2023-05-09,2023-05-12,3,1000,67.4,220.93
"0","Warehouse_MIA","Chicago","DHL","Saturday",2023-10-14,2023-10-15,1,453,18.3,87.07
"0","Warehouse_DEN","Minneapolis","Amazon Logistics","Monday",2023-02-06,2023-02-09,3,132,94.1,117.26
"0","Warehouse_LA","Dallas","DHL","Wednesday",2023-01-18,2023-01-21,3,1435,8.2,207.39
"0","Warehouse_HOU","New York","UPS","Sunday",2023-04-16,2023-04-21,5,2078,7,291.75
"0","Warehouse_LA","Houston","USPS","Wednesday",2023-01-25,2023-01-29,4,1047,53.6,196.98
"0","Warehouse_SF","Boston","DHL","Monday",2023-08-14,2023-08-19,5,1582,5.7,241.01
"0","Warehouse_LA","Phoenix","UPS","Sunday",2023-08-06,2023-08-11,5,373,27.1,75.57
"1","Warehouse_ATL","Boston","Amazon Logistics","Wednesday",2023-10-04,2023-10-17,13,1814,15.9,216.07
"0","Warehouse_HOU","Miami","Amazon Logistics","Saturday",2023-07-08,2023-07-12,4,1302,6.5,156
"0","Warehouse_HOU","Atlanta","UPS","Tuesday",2023-12-26,2023-12-29,3,800,4.7,116.83
"1","Warehouse_LA","Seattle","OnTrac","Thursday",2023-10-19,2023-11-02,14,1135,17.3,156.7
"0","Warehouse_SF","Minneapolis","LaserShip","Friday",2023-08-11,2023-08-14,3,1157,60.8,217.77
"0","Warehouse_DEN","Portland","FedEx","Monday",2023-07-10,2023-07-15,5,1989,17.1,278.83
"0","Warehouse_SEA","Portland","USPS","Wednesday",2023-02-22,2023-02-23,1,374,21.6,64.62
"0","Warehouse_DEN","Minneapolis","LaserShip","Friday",2023-08-11,2023-08-13,2,422,31.4,92.42
"0","Warehouse_ATL","Atlanta","FedEx","Wednesday",2023-07-05,2023-07-10,5,1940,38,329.04
"1","Warehouse_NYC","Chicago","DHL","Tuesday",2023-12-26,2024-01-12,17,790,13.4,137.91
"0","Warehouse_NYC","Seattle","DHL","Friday",2023-04-07,2023-04-10,3,860,13,123.25
"0","Warehouse_SF","Miami","OnTrac","Tuesday",2023-07-18,2023-07-21,3,1122,7.2,139.61
"0","Warehouse_NYC","San Francisco","DHL","Friday",2023-11-10,2023-11-18,8,2274,9.5,353.39
"0","Warehouse_NYC","Denver","USPS","Saturday",2023-01-28,2023-01-29,1,461,21.7,78.83
"0","Warehouse_CHI","Boston","UPS","Tuesday",2023-06-27,2023-07-02,5,1924,10.2,197.9
"1","Warehouse_LA","Houston","FedEx","Friday",2023-01-13,2023-02-12,30,1879,22.1,301.23
"0","Warehouse_HOU","Denver","LaserShip","Friday",2023-01-27,2023-02-26,30,1030,45,182.33
"0","Warehouse_SF","San Francisco","FedEx","Tuesday",2023-11-21,2023-11-24,3,462,43.7,135.18
"0","Warehouse_CHI","Minneapolis","FedEx","Wednesday",2023-03-22,2023-03-24,2,841,152.7,290.77
"0","Warehouse_SF","San Francisco","OnTrac","Thursday",2023-05-11,2023-05-16,5,1317,39.3,186.59
"0","Warehouse_LA","San Francisco","OnTrac","Monday",2023-12-04,2023-12-09,5,2473,19,416.08
"0","Warehouse_NYC","Chicago","FedEx","Tuesday",2023-07-18,2023-07-21,3,790,9.7,197.9
"0","Warehouse_DEN","Phoenix","Amazon Logistics","Tuesday",2023-02-21,2023-02-26,5,1457,8.3,181.52
"0","Warehouse_MIA","Phoenix","LaserShip","Saturday",2023-06-17,2023-06-21,4,1493,9.9,202.54
"0","Warehouse_SEA","San Francisco","UPS","Tuesday",2023-11-21,2023-11-27,6,1876,27.3,317.02
"0","Warehouse_MIA","Detroit","USPS","Monday",2023-07-24,2023-07-26,2,1067,27.9,146.44
"0","Warehouse_DEN","Chicago","USPS","Tuesday",2023-01-24,2023-02-01,8,1762,58.9,257.07
"0","Warehouse_SF","Chicago","DHL","Monday",2023-06-19,2023-06-24,5,1417,83.7,296.97
"0","Warehouse_HOU","Los Angeles","LaserShip","Saturday",2023-05-13,2023-05-19,6,1945,19.8,271.24
"0","Warehouse_MIA","Denver","UPS","Friday",2023-10-13,2023-10-16,3,591,17.5,90.05
"0","Warehouse_DEN","Atlanta","FedEx","Saturday",2023-12-30,2024-01-02,3,850,19,153.23
"0","Warehouse_BOS","Los Angeles","OnTrac","Saturday",2023-12-09,2023-12-12,3,1413,10.9,201.11
"1","Warehouse_LA","Seattle","OnTrac","Thursday",2023-02-09,2023-02-20,11,1135,28.6,180.9
"1","Warehouse_SEA","Houston","DHL","Tuesday",2023-06-27,2023-07-12,15,1396,17,217.08
"0","Warehouse_SEA","Boston","FedEx","Thursday",2023-08-24,2023-08-29,5,2324,34.1,328.13
"0","Warehouse_BOS","Portland","DHL","Sunday",2023-03-26,2023-03-31,5,2421,10.5,366.13
"0","Warehouse_DEN","Denver","UPS","Saturday",2023-02-18,2023-02-23,5,1109,6.5,158.31
"0","Warehouse_SEA","Minneapolis","OnTrac","Sunday",2023-07-30,2023-08-05,6,2087,27.1,259.17
"0","Warehouse_CHI","Dallas","FedEx","Wednesday",2023-01-18,2023-01-24,6,2379,30,343.66
"1","Warehouse_LA","San Francisco","FedEx","Friday",2023-06-16,2023-06-28,12,239,250.9,395
"0","Warehouse_NYC","Atlanta","OnTrac","Monday",2023-06-26,2023-06-29,3,870,23.5,119.58
"1","Warehouse_CHI","Minneapolis","DHL","Saturday",2023-02-18,2023-02-22,4,1073,18.5,171.77
"0","Warehouse_CHI","Miami","FedEx","Sunday",2023-03-26,2023-03-31,5,1350,81.7,289.48
"0","Warehouse_DEN","Dallas","LaserShip","Wednesday",2023-02-01,2023-02-03,2,438,17.5,66.25
"1","Warehouse_MIA","Dallas","Amazon Logistics","Thursday",2023-11-02,2023-11-11,9,1611,26.1,286.32
"0","Warehouse_SEA","Seattle","LaserShip","Sunday",2023-06-11,2023-06-16,5,805,80.8,209.48
"0","Warehouse_BOS","Phoenix","FedEx","Saturday",2023-02-25,2023-02-27,2,196,36.8,78.75
"0","Warehouse_HOU","Minneapolis","DHL","Saturday",2023-04-29,2023-05-03,4,1272,48.2,262.05
"0","Warehouse_ATL","Phoenix","UPS","Saturday",2023-08-05,2023-08-12,7,2255,42,359.87
"0","Warehouse_DEN","Atlanta","UPS","Thursday",2023-10-12,2023-10-16,4,338,5.5,49.39
"0","Warehouse_SEA","San Francisco","FedEx","Tuesday",2023-09-05,2023-09-11,6,2438,24.9,351.21
"0","Warehouse_MIA","Dallas","UPS","Saturday",2023-11-25,2023-11-29,4,2051,17.9,336.25
"0","Warehouse_HOU","Chicago","USPS","Saturday",2023-09-02,2023-09-08,6,2145,15.1,253.23
"1","Warehouse_ATL","Miami","DHL","Friday",2023-08-18,2023-09-02,15,1635,36.3,266.23
"0","Warehouse_MIA","New York","UPS","Friday",2023-06-09,2023-06-16,7,1839,17.4,250.19
"0","Warehouse_DEN","Los Angeles","Amazon Logistics","Thursday",2023-10-26,2023-10-30,4,723,18.4,115.48
"0","Warehouse_ATL","Boston","LaserShip","Sunday",2023-08-13,2023-08-15,2,615,10.4,80.42
"0","Warehouse_HOU","Chicago","Amazon Logistics","Saturday",2023-05-13,2023-05-16,3,809,17.8,122.76
"0","Warehouse_ATL","Phoenix","USPS","Tuesday",2023-12-05,2023-12-14,9,2255,65.6,368.43
"0","Warehouse_CHI","Dallas","Amazon Logistics","Monday",2023-05-01,2023-05-05,4,997,9.7,120.4
"0","Warehouse_ATL","Seattle","USPS","Wednesday",2023-01-11,2023-01-12,1,101,36.2,197.9
"1","Warehouse_LA","Dallas","DHL","Wednesday",2023-05-17,2023-05-23,6,1435,6.2,210.74
"0","Warehouse_SF","Minneapolis","LaserShip","Friday",2023-07-07,2023-07-14,7,2389,42.8,322.49
"0","Warehouse_SEA","Dallas","OnTrac","Wednesday",2023-03-22,2023-03-28,6,2001,10.6,256.26
"0","Warehouse_MIA","Detroit","USPS","Friday",2023-01-27,2023-01-31,4,788,10.6,107.5
"0","Warehouse_DEN","Los Angeles","USPS","Saturday",2023-04-29,2023-05-04,5,1220,81.2,243.39
"0","Warehouse_DEN","Dallas","LaserShip","Tuesday",2023-01-24,2023-01-26,2,300,25.9,66.72
"0","Warehouse_ATL","Denver","DHL","Sunday",2023-01-15,2023-01-21,6,2006,10.3,310.05
"0","Warehouse_ATL","Denver","LaserShip","Tuesday",2023-08-08,2023-08-10,2,203,22.8,46.91
"0","Warehouse_DEN","Houston","DHL","Friday",2023-01-20,2023-01-22,2,751,10.2,112.82
"0","Warehouse_SF","Minneapolis","DHL","Sunday",2023-10-01,2023-10-03,2,261,13.8,60.56
"0","Warehouse_MIA","Seattle","UPS","Monday",2023-09-11,2023-09-16,5,1794,45.4,270.54
"0","Warehouse_NYC","Chicago","OnTrac","Thursday",2023-02-16,2023-02-18,2,790,10.8,105.44
"0","Warehouse_CHI","Houston","DHL","Thursday",2023-06-29,2023-07-04,5,2055,47.3,347.27
"1","Warehouse_SEA","Denver","DHL","Sunday",2023-09-10,2023-09-17,7,2199,58,389.41
"0","Warehouse_LA","Portland","LaserShip","Friday",2023-01-27,2023-01-28,1,250,15.8,48.13
"0","Warehouse_BOS","Houston","DHL","Tuesday",2023-07-11,2023-07-16,5,1409,10.8,224.13
"1","Warehouse_SF","Atlanta","Amazon Logistics","Thursday",2023-05-04,2023-05-12,8,1756,40.5,236.11
"0","Warehouse_CHI","Portland","USPS","Sunday",2023-05-28,2023-06-01,4,1129,9.9,150.46
"0","Warehouse_HOU","Atlanta","LaserShip","Friday",2023-09-29,2023-10-04,5,800,44.4,152.04
"0","Warehouse_NYC","New York","UPS","Sunday",2023-10-29,2023-11-01,3,1090,15.5,159.84
"0","Warehouse_NYC","Chicago","OnTrac","Tuesday",2023-12-19,2023-12-23,4,790,13.5,123.13
"0","Warehouse_HOU","Minneapolis","USPS","Friday",2023-10-13,2023-10-17,4,1770,6.4,191.61
"0","Warehouse_CHI","Dallas","Amazon Logistics","Saturday",2023-10-21,2023-10-26,5,1704,14.5,202.38
"1","Warehouse_BOS","Los Angeles","LaserShip","Friday",2023-04-21,2023-04-27,6,473,45.4,102.09
"0","Warehouse_MIA","Chicago","UPS","Saturday",2023-02-04,2023-02-07,3,1331,13.1,195.45
"0","Warehouse_NYC","Seattle","LaserShip","Wednesday",2023-02-22,2023-02-25,3,1023,25.7,159.21
"0","Warehouse_LA","Portland","USPS","Wednesday",2023-05-31,2023-06-03,3,800,70.5,159.12
"0","Warehouse_HOU","Detroit","LaserShip","Sunday",2023-09-03,2023-09-07,4,1985,17,257.86
"0","Warehouse_SEA","Portland","LaserShip","Wednesday",2023-08-09,2023-08-12,3,243,36.4,77.58
"0","Warehouse_BOS","Portland","UPS","Monday",2023-07-10,2023-07-17,7,1834,16.4,265.38
"0","Warehouse_SEA","Portland","FedEx","Saturday",2023-08-26,2023-08-30,4,1726,16.4,240.73
"0","Warehouse_LA","Portland","Amazon Logistics","Tuesday",2023-01-31,2023-02-03,3,1168,9.6,153.95
"0","Warehouse_HOU","Houston","Amazon Logistics","Sunday",2023-06-25,2023-06-27,2,880,26.1,142.55
"0","Warehouse_CHI","Minneapolis","OnTrac","Friday",2023-02-10,2023-02-12,2,267,21.6,60.18
"0","Warehouse_CHI","Boston","LaserShip","Tuesday",2023-07-04,2023-07-07,3,1097,19.3,163.73
"0","Warehouse_BOS","Detroit","UPS","Thursday",2023-06-08,2023-06-10,2,329,10.5,56.72
"0","Warehouse_ATL","Seattle","FedEx","Saturday",2023-12-02,2023-12-06,4,880,30.9,196.94
"0","Warehouse_HOU","Detroit","FedEx","Monday",2023-12-11,2023-12-19,8,2205,13.7,383.07
"1","Warehouse_CHI","Boston","Amazon Logistics","Monday",2023-09-11,2023-09-22,11,737,63.6,171.47
"0","Warehouse_LA","Minneapolis","USPS","Tuesday",2023-05-16,2023-05-23,7,2479,24,307.61
"0","Warehouse_LA","Dallas","LaserShip","Friday",2023-11-03,2023-11-08,5,1435,35.7,268.47
"0","Warehouse_HOU","Detroit","UPS","Sunday",2023-07-23,2023-07-27,4,662,33.4,131.33
"0","Warehouse_HOU","Portland","USPS","Saturday",2023-11-25,2023-12-03,8,1985,110.7,429.91
"1","Warehouse_NYC","Detroit","OnTrac","Friday",2023-09-22,2023-10-12,20,2161,22.5,304.34
"0","Warehouse_ATL","Miami","USPS","Monday",2023-09-11,2023-10-11,30,677,3.3,80
"0","Warehouse_ATL","Minneapolis","FedEx","Monday",2023-01-30,2023-02-03,4,454,40.1,122.44
"0","Warehouse_HOU","Phoenix","OnTrac","Monday",2023-11-06,2023-11-10,4,1402,13.6,233.78
"0","Warehouse_SF","Miami","DHL","Wednesday",2023-07-26,2023-07-29,3,244,24.5,70.28
"0","Warehouse_LA","Chicago","OnTrac","Thursday",2023-08-31,2023-09-03,3,1139,23.1,157.08
"0","Warehouse_HOU","San Francisco","LaserShip","Wednesday",2023-07-05,2023-07-06,1,531,56.4,141.61
"0","Warehouse_ATL","Atlanta","UPS","Sunday",2023-03-05,2023-03-08,3,796,29.4,124.1
"1","Warehouse_SF","Chicago","LaserShip","Friday",2023-11-03,2023-11-04,1,188,10.3,40.65
"0","Warehouse_CHI","Denver","FedEx","Monday",2023-03-06,2023-03-09,3,1000,10.9,138.79
"0","Warehouse_MIA","Minneapolis","Amazon Logistics","Thursday",2023-05-04,2023-05-09,5,2219,42.1,344.29
"1","Warehouse_CHI","Minneapolis","FedEx","Sunday",2023-10-08,2023-11-07,30,1709,53,355.09
"0","Warehouse_ATL","Dallas","USPS","Friday",2023-01-13,2023-01-18,5,2110,25.4,245.02
"0","Warehouse_CHI","Minneapolis","LaserShip","Sunday",2023-01-01,2023-01-03,2,784,19.7,106.66
"0","Warehouse_ATL","Houston","USPS","Monday",2023-01-02,2023-01-05,3,786,31.8,134.96
"0","Warehouse_HOU","Dallas","LaserShip","Thursday",2023-11-09,2023-11-12,3,1512,22.8,260.19
"0","Warehouse_SEA","Portland","LaserShip","Thursday",2023-08-24,2023-08-29,5,1310,10.1,185.32
"0","Warehouse_NYC","Detroit","FedEx","Thursday",2023-06-08,2023-06-16,8,2398,17.3,325.14
"0","Warehouse_MIA","San Francisco","Amazon Logistics","Friday",2023-08-11,2023-08-15,4,1373,24.5,191.05
"0","Warehouse_MIA","Atlanta","Amazon Logistics","Tuesday",2023-09-05,2023-09-09,4,1036,6.8,141.35
"0","Warehouse_MIA","San Francisco","OnTrac","Tuesday",2023-09-26,2023-09-30,4,894,40.5,147.62
"0","Warehouse_BOS","New York","DHL","Monday",2023-01-02,2023-01-06,4,1261,41.8,254.48
"0","Warehouse_BOS","Minneapolis","LaserShip","Tuesday",2023-08-01,2023-08-03,2,729,78.9,171.25
"0","Warehouse_NYC","Miami","USPS","Monday",2023-12-25,2023-12-30,5,2145,12.3,325.51
"0","Warehouse_HOU","Minneapolis","OnTrac","Sunday",2023-12-31,2024-01-05,5,1737,55.7,335.88
"0","Warehouse_ATL","Atlanta","UPS","Sunday",2023-01-15,2023-01-20,5,1965,8.3,275.36
"0","Warehouse_BOS","Chicago","FedEx","Monday",2023-10-16,2023-10-20,4,1178,42.3,221.5
"0","Warehouse_LA","Phoenix","DHL","Tuesday",2023-03-14,2023-03-18,4,373,7.6,61.28
"1","Warehouse_SF","Boston","LaserShip","Tuesday",2023-07-25,2023-08-06,12,1868,4.6,209.12
"0","Warehouse_SF","Chicago","DHL","Friday",2023-10-27,2023-10-31,4,640,11.1,100.08
"0","Warehouse_SF","New York","LaserShip","Sunday",2023-09-03,2023-09-06,3,1503,7,204.47
"0","Warehouse_DEN","Phoenix","Amazon Logistics","Saturday",2023-11-04,2023-11-08,4,1671,25.6,270.11
"0","Warehouse_ATL","Houston","OnTrac","Tuesday",2023-05-02,2023-05-09,7,2289,16,322.6
"0","Warehouse_HOU","Phoenix","DHL","Wednesday",2023-08-16,2023-08-23,7,1664,9.6,248.88
"1","Warehouse_BOS","Houston","Amazon Logistics","Saturday",2023-03-18,2023-03-20,2,499,28.8,93.05
"0","Warehouse_SEA","Chicago","USPS","Tuesday",2023-01-31,2023-02-06,6,2109,34.6,280.53
"0","Warehouse_SF","Denver","UPS","Wednesday",2023-04-12,2023-04-13,1,510,21,88.46
"0","Warehouse_CHI","Seattle","USPS","Saturday",2023-06-10,2023-06-16,6,2329,16.9,281.93
